year,team,conference,fpi,resumeRanks,efficiencies
2025,Old Dominion,Sun Belt,4.84,"{'strengthOfRecord': 30, 'fpi': 49, 'averageWinProbability': 10, 'strengthOfSchedule': 74, 'remainingStrengthOfSchedule': None, 'gameControl': 26}","{'overall': 68.793, 'offense': 55.591, 'defense': 76.025, 'specialTeams': 39.479}"
2025,Coastal Carolina,Sun Belt,-14.218,"{'strengthOfRecord': 94, 'fpi': 121, 'averageWinProbability': 111, 'strengthOfSchedule': 87, 'remainingStrengthOfSchedule': None, 'gameControl': 108}","{'overall': 30.129, 'offense': 23.798, 'defense': 45.804, 'specialTeams': 45.304}"
2025,App State,Sun Belt,-13.278,"{'strengthOfRecord': 117, 'fpi': 117, 'averageWinProbability': 92, 'strengthOfSchedule': 116, 'remainingStrengthOfSchedule': None, 'gameControl': 112}","{'overall': 26.399, 'offense': 31.064, 'defense': 29.905, 'specialTeams': 50.727}"
2025,Georgia State,Sun Belt,-17.617,"{'strengthOfRecord': 134, 'fpi': 129, 'averageWinProbability': 129, 'strengthOfSchedule': 68, 'remainingStrengthOfSchedule': None, 'gameControl': 119}","{'overall': 19.462, 'offense': 32.039, 'defense': 21.263, 'specialTeams': 34.816}"
2025,South Alabama,Sun Belt,-10.665,"{'strengthOfRecord': 116, 'fpi': 105, 'averageWinProbability': 99, 'strengthOfSchedule': 105, 'remainingStrengthOfSchedule': None, 'gameControl': 102}","{'overall': 29.543, 'offense': 39.136, 'defense': 28.544, 'specialTeams': 46.308}"
2025,Louisiana,Sun Belt,-10.619,"{'strengthOfRecord': 106, 'fpi': 103, 'averageWinProbability': 96, 'strengthOfSchedule': 104, 'remainingStrengthOfSchedule': None, 'gameControl': 103}","{'overall': 28.215, 'offense': 29.699, 'defense': 36.828, 'specialTeams': 42.525}"
2025,Arkansas State,Sun Belt,-9.615,"{'strengthOfRecord': 95, 'fpi': 101, 'averageWinProbability': 93, 'strengthOfSchedule': 128, 'remainingStrengthOfSchedule': None, 'gameControl': 116}","{'overall': 34.322, 'offense': 30.939, 'defense': 40.85, 'specialTeams': 60.522}"
2025,UL Monroe,Sun Belt,-19.167,"{'strengthOfRecord': 127, 'fpi': 131, 'averageWinProbability': 120, 'strengthOfSchedule': 92, 'remainingStrengthOfSchedule': None, 'gameControl': 124}","{'overall': 20.879, 'offense': 24.607, 'defense': 33.531, 'specialTeams': 25.265}"
2025,Southern Miss,Sun Belt,-8.573,"{'strengthOfRecord': 102, 'fpi': 98, 'averageWinProbability': 65, 'strengthOfSchedule': 133, 'remainingStrengthOfSchedule': None, 'gameControl': 100}","{'overall': 36.107, 'offense': 31.882, 'defense': 45.314, 'specialTeams': 51.068}"
2025,Troy,Sun Belt,-6.76,"{'strengthOfRecord': 82, 'fpi': 93, 'averageWinProbability': 101, 'strengthOfSchedule': 99, 'remainingStrengthOfSchedule': None, 'gameControl': 106}","{'overall': 38.104, 'offense': 25.471, 'defense': 53.346, 'specialTeams': 58.999}"
2025,Massachusetts,Mid-American,-30.516,"{'strengthOfRecord': 136, 'fpi': 136, 'averageWinProbability': 135, 'strengthOfSchedule': 95, 'remainingStrengthOfSchedule': None, 'gameControl': 124}","{'overall': 4.955, 'offense': 9.966, 'defense': 7.781, 'specialTeams': 57.438}"
2025,Delaware,Conference USA,-12.89,"{'strengthOfRecord': 103, 'fpi': 114, 'averageWinProbability': 82, 'strengthOfSchedule': 131, 'remainingStrengthOfSchedule': None, 'gameControl': 114}","{'overall': 26.46, 'offense': 35.349, 'defense': 24.324, 'specialTeams': 56.875}"
2025,Missouri State,Conference USA,-11.501,"{'strengthOfRecord': 91, 'fpi': 109, 'averageWinProbability': 94, 'strengthOfSchedule': 101, 'remainingStrengthOfSchedule': None, 'gameControl': 109}","{'overall': 33.779, 'offense': 46.477, 'defense': 31.654, 'specialTeams': 36.887}"
2025,UConn,FBS Independents,-3.484,"{'strengthOfRecord': 74, 'fpi': 82, 'averageWinProbability': 18, 'strengthOfSchedule': 132, 'remainingStrengthOfSchedule': None, 'gameControl': 75}","{'overall': 48.684, 'offense': 63.294, 'defense': 31.752, 'specialTeams': 62.549}"
2025,BYU,Big 12,15.333,"{'strengthOfRecord': 8, 'fpi': 17, 'averageWinProbability': 35, 'strengthOfSchedule': 29, 'remainingStrengthOfSchedule': None, 'gameControl': 17}","{'overall': 80.814, 'offense': 73.608, 'defense': 76.546, 'specialTeams': 55.279}"
2025,Cincinnati,Big 12,3.683,"{'strengthOfRecord': 56, 'fpi': 53, 'averageWinProbability': 51, 'strengthOfSchedule': 58, 'remainingStrengthOfSchedule': None, 'gameControl': 49}","{'overall': 61.499, 'offense': 75.015, 'defense': 43.059, 'specialTeams': 54.92}"
2025,Houston,Big 12,4.408,"{'strengthOfRecord': 24, 'fpi': 50, 'averageWinProbability': 52, 'strengthOfSchedule': 70, 'remainingStrengthOfSchedule': None, 'gameControl': 56}","{'overall': 61.621, 'offense': 59.448, 'defense': 63.146, 'specialTeams': 39.517}"
2025,UCF,Big 12,-0.768,"{'strengthOfRecord': 83, 'fpi': 70, 'averageWinProbability': 91, 'strengthOfSchedule': 55, 'remainingStrengthOfSchedule': None, 'gameControl': 77}","{'overall': 41.211, 'offense': 31.773, 'defense': 54.999, 'specialTeams': 50.589}"
2025,UAB,American Athletic,-14.871,"{'strengthOfRecord': 109, 'fpi': 124, 'averageWinProbability': 128, 'strengthOfSchedule': 84, 'remainingStrengthOfSchedule': None, 'gameControl': 124}","{'overall': 21.277, 'offense': 41.031, 'defense': 17.484, 'specialTeams': 35.736}"
2025,Florida Atlantic,American Athletic,-11.303,"{'strengthOfRecord': 110, 'fpi': 108, 'averageWinProbability': 106, 'strengthOfSchedule': 97, 'remainingStrengthOfSchedule': None, 'gameControl': 101}","{'overall': 30.745, 'offense': 42.426, 'defense': 27.423, 'specialTeams': 48.692}"
2025,Charlotte,American Athletic,-21.25,"{'strengthOfRecord': 132, 'fpi': 134, 'averageWinProbability': 136, 'strengthOfSchedule': 71, 'remainingStrengthOfSchedule': None, 'gameControl': 124}","{'overall': 9.975, 'offense': 8.062, 'defense': 23.821, 'specialTeams': 49.745}"
2025,North Texas,American Athletic,7.014,"{'strengthOfRecord': 26, 'fpi': 41, 'averageWinProbability': 8, 'strengthOfSchedule': 109, 'remainingStrengthOfSchedule': None, 'gameControl': 37}","{'overall': 69.575, 'offense': 81.786, 'defense': 49.905, 'specialTeams': 36.544}"
2025,Rice,American Athletic,-17.315,"{'strengthOfRecord': 107, 'fpi': 127, 'averageWinProbability': 117, 'strengthOfSchedule': 94, 'remainingStrengthOfSchedule': None, 'gameControl': 122}","{'overall': 20.425, 'offense': 19.574, 'defense': 29.595, 'specialTeams': 56.509}"
2025,UTSA,American Athletic,1.558,"{'strengthOfRecord': 75, 'fpi': 62, 'averageWinProbability': 43, 'strengthOfSchedule': 78, 'remainingStrengthOfSchedule': None, 'gameControl': 59}","{'overall': 52.353, 'offense': 55.417, 'defense': 51.886, 'specialTeams': 39.082}"
2025,Jacksonville State,Conference USA,-9.497,"{'strengthOfRecord': 88, 'fpi': 100, 'averageWinProbability': 66, 'strengthOfSchedule': 135, 'remainingStrengthOfSchedule': None, 'gameControl': 111}","{'overall': 35.809, 'offense': 36.368, 'defense': 45.125, 'specialTeams': 36.367}"
2025,Liberty,Conference USA,-10.658,"{'strengthOfRecord': 121, 'fpi': 104, 'averageWinProbability': 78, 'strengthOfSchedule': 126, 'remainingStrengthOfSchedule': None, 'gameControl': 98}","{'overall': 30.046, 'offense': 38.653, 'defense': 27.203, 'specialTeams': 55.695}"
2025,New Mexico State,Conference USA,-17.171,"{'strengthOfRecord': 126, 'fpi': 126, 'averageWinProbability': 113, 'strengthOfSchedule': 115, 'remainingStrengthOfSchedule': None, 'gameControl': 124}","{'overall': 20.179, 'offense': 16.367, 'defense': 36.297, 'specialTeams': 47.882}"
2025,Sam Houston,Conference USA,-24.254,"{'strengthOfRecord': 133, 'fpi': 135, 'averageWinProbability': 134, 'strengthOfSchedule': 107, 'remainingStrengthOfSchedule': None, 'gameControl': 124}","{'overall': 13.013, 'offense': 11.947, 'defense': 21.535, 'specialTeams': 62.033}"
2025,Army,American Athletic,-2.677,"{'strengthOfRecord': 76, 'fpi': 76, 'averageWinProbability': 62, 'strengthOfSchedule': 85, 'remainingStrengthOfSchedule': None, 'gameControl': 69}","{'overall': 49.145, 'offense': 44.712, 'defense': 51.831, 'specialTeams': 58.788}"
2025,Stanford,ACC,-3.652,"{'strengthOfRecord': 80, 'fpi': 83, 'averageWinProbability': 123, 'strengthOfSchedule': 27, 'remainingStrengthOfSchedule': None, 'gameControl': 89}","{'overall': 38.865, 'offense': 30.282, 'defense': 53.624, 'specialTeams': 43.132}"
2025,California,ACC,-3.391,"{'strengthOfRecord': 72, 'fpi': 81, 'averageWinProbability': 68, 'strengthOfSchedule': 79, 'remainingStrengthOfSchedule': None, 'gameControl': 68}","{'overall': 45.953, 'offense': 46.552, 'defense': 46.629, 'specialTeams': 50.842}"
2025,Florida State,ACC,9.396,"{'strengthOfRecord': 71, 'fpi': 33, 'averageWinProbability': 80, 'strengthOfSchedule': 45, 'remainingStrengthOfSchedule': None, 'gameControl': 53}","{'overall': 65.121, 'offense': 73.304, 'defense': 54.953, 'specialTeams': 31.148}"
2025,Georgia Tech,ACC,7.622,"{'strengthOfRecord': 31, 'fpi': 40, 'averageWinProbability': 59, 'strengthOfSchedule': 59, 'remainingStrengthOfSchedule': None, 'gameControl': 52}","{'overall': 64.682, 'offense': 72.335, 'defense': 44.042, 'specialTeams': 69.382}"
2025,Louisville,ACC,10.15,"{'strengthOfRecord': 28, 'fpi': 28, 'averageWinProbability': 27, 'strengthOfSchedule': 53, 'remainingStrengthOfSchedule': None, 'gameControl': 30}","{'overall': 71.783, 'offense': 56.287, 'defense': 74.491, 'specialTeams': 63.059}"
2025,Boston College,ACC,-5.231,"{'strengthOfRecord': 111, 'fpi': 88, 'averageWinProbability': 108, 'strengthOfSchedule': 54, 'remainingStrengthOfSchedule': None, 'gameControl': 87}","{'overall': 35.32, 'offense': 46.128, 'defense': 29.997, 'specialTeams': 48.831}"
2025,Duke,ACC,6.398,"{'strengthOfRecord': 44, 'fpi': 43, 'averageWinProbability': 67, 'strengthOfSchedule': 72, 'remainingStrengthOfSchedule': None, 'gameControl': 64}","{'overall': 58.977, 'offense': 73.014, 'defense': 37.994, 'specialTeams': 57.007}"
2025,NC State,ACC,5.215,"{'strengthOfRecord': 36, 'fpi': 46, 'averageWinProbability': 55, 'strengthOfSchedule': 34, 'remainingStrengthOfSchedule': None, 'gameControl': 39}","{'overall': 64.734, 'offense': 75.828, 'defense': 49.582, 'specialTeams': 42.798}"
2025,North Carolina,ACC,-5.878,"{'strengthOfRecord': 104, 'fpi': 91, 'averageWinProbability': 112, 'strengthOfSchedule': 80, 'remainingStrengthOfSchedule': None, 'gameControl': 99}","{'overall': 40.332, 'offense': 35.151, 'defense': 45.199, 'specialTeams': 60.52}"
2025,Wake Forest,ACC,2.069,"{'strengthOfRecord': 40, 'fpi': 61, 'averageWinProbability': 24, 'strengthOfSchedule': 77, 'remainingStrengthOfSchedule': None, 'gameControl': 40}","{'overall': 59.654, 'offense': 35.156, 'defense': 78.248, 'specialTeams': 47.192}"
2025,Syracuse,ACC,-9.277,"{'strengthOfRecord': 92, 'fpi': 99, 'averageWinProbability': 127, 'strengthOfSchedule': 19, 'remainingStrengthOfSchedule': None, 'gameControl': 90}","{'overall': 28.959, 'offense': 20.405, 'defense': 47.348, 'specialTeams': 51.359}"
2025,Pittsburgh,ACC,7.657,"{'strengthOfRecord': 42, 'fpi': 39, 'averageWinProbability': 21, 'strengthOfSchedule': 51, 'remainingStrengthOfSchedule': None, 'gameControl': 23}","{'overall': 67.68, 'offense': 50.846, 'defense': 76.326, 'specialTeams': 50.886}"
2025,Clemson,ACC,9.454,"{'strengthOfRecord': 52, 'fpi': 31, 'averageWinProbability': 56, 'strengthOfSchedule': 57, 'remainingStrengthOfSchedule': None, 'gameControl': 47}","{'overall': 63.659, 'offense': 58.532, 'defense': 65.835, 'specialTeams': 43.666}"
2025,Virginia,ACC,8.247,"{'strengthOfRecord': 23, 'fpi': 36, 'averageWinProbability': 19, 'strengthOfSchedule': 76, 'remainingStrengthOfSchedule': None, 'gameControl': 32}","{'overall': 67.362, 'offense': 55.513, 'defense': 73.031, 'specialTeams': 51.704}"
2025,Virginia Tech,ACC,-1.216,"{'strengthOfRecord': 90, 'fpi': 71, 'averageWinProbability': 114, 'strengthOfSchedule': 37, 'remainingStrengthOfSchedule': None, 'gameControl': 82}","{'overall': 38.838, 'offense': 47.904, 'defense': 36.988, 'specialTeams': 41.003}"
2025,Miami,ACC,22.396,"{'strengthOfRecord': 3, 'fpi': 5, 'averageWinProbability': 6, 'strengthOfSchedule': 7, 'remainingStrengthOfSchedule': None, 'gameControl': 4}","{'overall': 86.42, 'offense': 76.102, 'defense': 86.695, 'specialTeams': 44.924}"
2025,SMU,ACC,12.495,"{'strengthOfRecord': 32, 'fpi': 23, 'averageWinProbability': 17, 'strengthOfSchedule': 61, 'remainingStrengthOfSchedule': None, 'gameControl': 20}","{'overall': 74.94, 'offense': 69.092, 'defense': 71.378, 'specialTeams': 52.001}"
2025,Arizona State,Big 12,6.294,"{'strengthOfRecord': 38, 'fpi': 44, 'averageWinProbability': 70, 'strengthOfSchedule': 43, 'remainingStrengthOfSchedule': None, 'gameControl': 50}","{'overall': 59.451, 'offense': 51.669, 'defense': 68.001, 'specialTeams': 36.201}"
2025,Arizona,Big 12,10.097,"{'strengthOfRecord': 33, 'fpi': 29, 'averageWinProbability': 40, 'strengthOfSchedule': 63, 'remainingStrengthOfSchedule': None, 'gameControl': 42}","{'overall': 70.892, 'offense': 67.401, 'defense': 70.219, 'specialTeams': 37.508}"
2025,Colorado,Big 12,-2.678,"{'strengthOfRecord': 97, 'fpi': 77, 'averageWinProbability': 103, 'strengthOfSchedule': 44, 'remainingStrengthOfSchedule': None, 'gameControl': 73}","{'overall': 43.331, 'offense': 46.903, 'defense': 46.101, 'specialTeams': 38.62}"
2025,Utah,Big 12,20.065,"{'strengthOfRecord': 15, 'fpi': 8, 'averageWinProbability': 7, 'strengthOfSchedule': 60, 'remainingStrengthOfSchedule': None, 'gameControl': 12}","{'overall': 84.26, 'offense': 84.611, 'defense': 71.636, 'specialTeams': 48.097}"
2025,UCLA,Big Ten,-2.444,"{'strengthOfRecord': 78, 'fpi': 75, 'averageWinProbability': 130, 'strengthOfSchedule': 5, 'remainingStrengthOfSchedule': None, 'gameControl': 86}","{'overall': 39.77, 'offense': 42.176, 'defense': 40.829, 'specialTeams': 52.484}"
2025,USC,Big Ten,17.962,"{'strengthOfRecord': 20, 'fpi': 13, 'averageWinProbability': 36, 'strengthOfSchedule': 30, 'remainingStrengthOfSchedule': None, 'gameControl': 21}","{'overall': 78.395, 'offense': 87.314, 'defense': 56.841, 'specialTeams': 39.382}"
2025,Northwestern,Big Ten,3.514,"{'strengthOfRecord': 46, 'fpi': 56, 'averageWinProbability': 72, 'strengthOfSchedule': 38, 'remainingStrengthOfSchedule': None, 'gameControl': 51}","{'overall': 56.903, 'offense': 50.335, 'defense': 58.712, 'specialTeams': 58.415}"
2025,Indiana,Big Ten,31.487,"{'strengthOfRecord': 1, 'fpi': 1, 'averageWinProbability': 1, 'strengthOfSchedule': 10, 'remainingStrengthOfSchedule': None, 'gameControl': 1}","{'overall': 95.162, 'offense': 88.618, 'defense': 91.187, 'specialTeams': 67.448}"
2025,Maryland,Big Ten,-1.746,"{'strengthOfRecord': 89, 'fpi': 73, 'averageWinProbability': 73, 'strengthOfSchedule': 52, 'remainingStrengthOfSchedule': None, 'gameControl': 61}","{'overall': 48.945, 'offense': 38.262, 'defense': 59.308, 'specialTeams': 50.029}"
2025,Michigan State,Big Ten,0.838,"{'strengthOfRecord': 81, 'fpi': 66, 'averageWinProbability': 97, 'strengthOfSchedule': 25, 'remainingStrengthOfSchedule': None, 'gameControl': 62}","{'overall': 48.907, 'offense': 50.584, 'defense': 46.856, 'specialTeams': 52.208}"
2025,Michigan,Big Ten,14.243,"{'strengthOfRecord': 19, 'fpi': 20, 'averageWinProbability': 33, 'strengthOfSchedule': 24, 'remainingStrengthOfSchedule': None, 'gameControl': 15}","{'overall': 73.509, 'offense': 74.016, 'defense': 66.186, 'specialTeams': 44.873}"
2025,Minnesota,Big Ten,1.067,"{'strengthOfRecord': 41, 'fpi': 65, 'averageWinProbability': 83, 'strengthOfSchedule': 40, 'remainingStrengthOfSchedule': None, 'gameControl': 70}","{'overall': 50.105, 'offense': 46.289, 'defense': 53.264, 'specialTeams': 51.177}"
2025,Nebraska,Big Ten,5.45,"{'strengthOfRecord': 47, 'fpi': 45, 'averageWinProbability': 57, 'strengthOfSchedule': 42, 'remainingStrengthOfSchedule': None, 'gameControl': 45}","{'overall': 55.512, 'offense': 55.82, 'defense': 48.276, 'specialTeams': 63.965}"
2025,Rutgers,Big Ten,1.453,"{'strengthOfRecord': 63, 'fpi': 63, 'averageWinProbability': 85, 'strengthOfSchedule': 26, 'remainingStrengthOfSchedule': None, 'gameControl': 58}","{'overall': 48.155, 'offense': 70.691, 'defense': 19.77, 'specialTeams': 62.206}"
2025,Ohio State,Big Ten,27.617,"{'strengthOfRecord': 4, 'fpi': 2, 'averageWinProbability': 4, 'strengthOfSchedule': 20, 'remainingStrengthOfSchedule': None, 'gameControl': 3}","{'overall': 92.368, 'offense': 86.089, 'defense': 90.977, 'specialTeams': 34.478}"
2025,Penn State,Big Ten,15.929,"{'strengthOfRecord': 43, 'fpi': 16, 'averageWinProbability': 38, 'strengthOfSchedule': 22, 'remainingStrengthOfSchedule': None, 'gameControl': 19}","{'overall': 73.817, 'offense': 69.457, 'defense': 62.784, 'specialTeams': 72.666}"
2025,Washington,Big Ten,14.005,"{'strengthOfRecord': 25, 'fpi': 21, 'averageWinProbability': 26, 'strengthOfSchedule': 41, 'remainingStrengthOfSchedule': None, 'gameControl': 25}","{'overall': 77.16, 'offense': 73.295, 'defense': 73.905, 'specialTeams': 39.159}"
2025,Wisconsin,Big Ten,2.537,"{'strengthOfRecord': 57, 'fpi': 60, 'averageWinProbability': 121, 'strengthOfSchedule': 1, 'remainingStrengthOfSchedule': None, 'gameControl': 71}","{'overall': 46.687, 'offense': 22.518, 'defense': 71.625, 'specialTeams': 52.023}"
2025,Illinois,Big Ten,10.0,"{'strengthOfRecord': 18, 'fpi': 30, 'averageWinProbability': 44, 'strengthOfSchedule': 23, 'remainingStrengthOfSchedule': None, 'gameControl': 22}","{'overall': 70.548, 'offense': 71.043, 'defense': 61.265, 'specialTeams': 52.183}"
2025,Iowa,Big Ten,15.306,"{'strengthOfRecord': 16, 'fpi': 18, 'averageWinProbability': 23, 'strengthOfSchedule': 16, 'remainingStrengthOfSchedule': None, 'gameControl': 13}","{'overall': 79.077, 'offense': 60.036, 'defense': 81.542, 'specialTeams': 67.67}"
2025,Oregon,Big Ten,23.872,"{'strengthOfRecord': 2, 'fpi': 4, 'averageWinProbability': 5, 'strengthOfSchedule': 6, 'remainingStrengthOfSchedule': None, 'gameControl': 2}","{'overall': 91.153, 'offense': 85.799, 'defense': 84.998, 'specialTeams': 56.687}"
2025,Purdue,Big Ten,-4.748,"{'strengthOfRecord': 99, 'fpi': 86, 'averageWinProbability': 119, 'strengthOfSchedule': 4, 'remainingStrengthOfSchedule': None, 'gameControl': 74}","{'overall': 38.108, 'offense': 44.732, 'defense': 36.524, 'specialTeams': 49.168}"
2025,Kennesaw State,Conference USA,-7.993,"{'strengthOfRecord': 60, 'fpi': 95, 'averageWinProbability': 45, 'strengthOfSchedule': 96, 'remainingStrengthOfSchedule': None, 'gameControl': 81}","{'overall': 41.239, 'offense': 48.202, 'defense': 37.041, 'specialTeams': 52.687}"
2025,Bowling Green,Mid-American,-11.847,"{'strengthOfRecord': 122, 'fpi': 112, 'averageWinProbability': 107, 'strengthOfSchedule': 113, 'remainingStrengthOfSchedule': None, 'gameControl': 119}","{'overall': 23.981, 'offense': 13.911, 'defense': 44.119, 'specialTeams': 59.165}"
2025,Miami (OH),Mid-American,-5.675,"{'strengthOfRecord': 101, 'fpi': 89, 'averageWinProbability': 76, 'strengthOfSchedule': 120, 'remainingStrengthOfSchedule': None, 'gameControl': 95}","{'overall': 42.954, 'offense': 34.563, 'defense': 50.451, 'specialTeams': 58.829}"
2025,Ohio,Mid-American,-2.426,"{'strengthOfRecord': 58, 'fpi': 74, 'averageWinProbability': 30, 'strengthOfSchedule': 88, 'remainingStrengthOfSchedule': None, 'gameControl': 66}","{'overall': 49.232, 'offense': 53.53, 'defense': 46.133, 'specialTeams': 46.171}"
2025,Akron,Mid-American,-17.599,"{'strengthOfRecord': 118, 'fpi': 128, 'averageWinProbability': 95, 'strengthOfSchedule': 130, 'remainingStrengthOfSchedule': None, 'gameControl': 122}","{'overall': 22.333, 'offense': 21.793, 'defense': 38.165, 'specialTeams': 33.188}"
2025,Ball State,Mid-American,-19.352,"{'strengthOfRecord': 114, 'fpi': 132, 'averageWinProbability': 132, 'strengthOfSchedule': 106, 'remainingStrengthOfSchedule': None, 'gameControl': 124}","{'overall': 16.459, 'offense': 19.385, 'defense': 28.761, 'specialTeams': 31.43}"
